# Every production in the vendored lily/parser.yy, at the v2.27.2 pin.
# Generated by RuleManifest.Render; committed data, regenerated only on a
# deliberate re-sync of parser-mirror/. See Actions/RuleManifest.cs.
#
# has-action<TAB>parser.yy-line<TAB>rule-identity
action	3356	octave_check: /* empty */
action	3358	octave_check: '=' quotes
action	3361	quotes: /* empty */ %prec ':'
-	3366	quotes: sub_quotes %prec ':'
-	3367	quotes: sup_quotes %prec ':'
action	3371	erroneous_quotes: quotes
action	3378	sup_quotes: '\''
action	3382	sup_quotes: sup_quotes '\''
action	3387	sub_quotes: ','
action	3391	sub_quotes: sub_quotes ','
action	3396	steno_pitch: NOTENAME_PITCH quotes
action	3411	steno_tonic_pitch: TONICNAME_PITCH quotes
-	3422	pitch: steno_pitch
action	3424	pitch: PITCH_IDENTIFIER quotes
-	3434	pitch_or_tonic_pitch: pitch
-	3436	pitch_or_tonic_pitch: steno_tonic_pitch
action	3439	gen_text_def: full_markup
action	3445	gen_text_def: STRING
action	3451	gen_text_def: SYMBOL
action	3458	gen_text_def: embedded_scm
action	3465	fingering: UNSIGNED
action	3473	script_abbreviation: '^'
action	3477	script_abbreviation: '+'
action	3480	script_abbreviation: '-'
action	3483	script_abbreviation: '!'
action	3486	script_abbreviation: ANGLE_CLOSE
action	3489	script_abbreviation: '.'
action	3492	script_abbreviation: '_'
action	3497	script_dir: '_'
action	3499	script_dir: '^'
action	3500	script_dir: '-'
action	3503	maybe_notemode_duration: /* empty */ %prec ':'
action	3507	maybe_notemode_duration: duration
action	3514	optional_notemode_duration: maybe_notemode_duration
action	3522	steno_duration: UNSIGNED dots
action	3531	steno_duration: DURATION_IDENTIFIER dots
action	3536	duration: steno_duration multipliers
action	3542	dots: /* empty */
action	3546	dots: dots '.'
-	3551	multiplier_scm: NUMBER_IDENTIFIER
-	3553	multiplier_scm: embedded_scm_bare
action	3556	multipliers: /* empty */
action	3561	multipliers: multipliers '*' UNSIGNED
action	3568	multipliers: multipliers '*' FRACTION
action	3576	multipliers: multipliers '*' multiplier_scm
action	3588	tremolo_type: ':'
action	3592	tremolo_type: ':' UNSIGNED
-	3603	bass_number: UNSIGNED
-	3605	bass_number: STRING
-	3606	bass_number: SYMBOL
-	3607	bass_number: full_markup
action	3608	bass_number: embedded_scm_bare
action	3622	bass_figure: FIGURE_SPACE
